label,text
0,"Legendary Watergate Reporter Rips Trump, Tells Media To Do Its Damn Job (VIDEO)"
0,JUST IN: 50 Ex-Military & Intelligence Leaders Demand Trump Reveal Foreign Investments
0,Jennifer Aniston’s husband gives honest answer when asked about Angelina Jolie & Brad Pitt’s divorce
0,Harry Reid cites Romney as ally in hitting Trump on tax returns
0,Hillary Clinton Pans Donald Trump's 1st Debate Performance: 'He Made It Very Clear That He Didn't Prepare'
0,Why Clinton IT Staff Took the 5th
0,Right Before Tonight’s Debate Hillary Gets Good News – Moderators Accused Of…
0,Trump Said Blacks Are Worse Than Ever Under Obama. This Tweet Proves Him 100% Wrong.
0,28-year-old man sought in Manhattan blast
0,Violent Crime Up as City Homicides Spur 11% Hike in Total Murders for 2015
0,
0,GOP policy guru: Trump can't 'fake his way through 90 minutes'
0,New Audio Evidence Revealed In The Case Of JonBenét Ramsey That May Point To The Killer
0,"BREAKING: One Person Killed As Protests, Teargas Rock Charlotte For A Second Night (UPDATES)"
0,"51 Companies Are Pledging Over $650 Million In Refugee Support, White House Announces"
0,Lester Holt stays out of the way
0,Trump at debate: Minorities in cities 'are living in hell'
0,Networks reject on-screen fact checking during debate
0,GOP spends to shield Blunt from tough challenge
0,The Lead with Jake Tapper - Weekdays 4 P.M. ET Number of those wrongly given citizenship higher than initially reported
0,Rep. Peter King: We shouldn't be 'pandering' to political correctness
0,Corey Lewandowski to be paid severance by Trump campaign through 2016
0,Sacramento mayor punches pie thrower
0,"Florida Fla. poll: Clinton leads Trump, who's not believed about birther controversy"
0,France becomes the first country to ban plastic plates and cutlery
0,ISIS suspected of mustard attack against US and Iraqi troops
0,Moments Before Keith Lamont Scott's Fatal Shooting Seen in New Video
0,
0,NC Teacher Who Stomped on American Flag in Class Just Got SMACKED by INSTANT Karma! (VIDEO)
0,JUST IN: Trump Exploits NYC Bombing To Call For Rolling Back “Freedom Of Press”
0,Lawmakers losing patience with Obama’s silence on Russian hacking
0,Was the Terror Coverage More Explosive Than the Bombs?
0,"WHOOPS! Black Man Claims Stopped By Police For ‘Being Black’, But Accidentally Films His Drugs…"
0,Clinton Campaign Out With Video Hitting Trump on Comments About Women
0,Republicans see new hope for Trump in North Carolina
0,Clinton set the trap and Trump walked in
0,Trump campaign chair in Ohio county resigns after making racially charged comments
0,Hillary Clinton Calls on Charlotte Police to Release Shooting Video
0,Emmy Host Kimmel Calls Out Dude Who Made Trump A Reality TV Star For Helping Destroy America (VIDEO)
0,Pence: Clinton doesn't 'know we’re at war'
0,Gingrich's advice for Trump
0,Is Police Use of Force About to Get Worse—With Robots?
0,12 police officers injured during North Carolina protests
0,Judge Jeanine Pirro Just Turned The Tables On Hillary Clinton
0,Watch Joe Biden Take Trumpâs Own Words And Tear Him To SHREDS After Debate (VIDEO)
0,This Was the Trump Hillary Wanted America to See—But Did It Work?
0,BREAKING: Massive Protests Erupt In North Carolina After Police Kill Disabled Black Man
1,New Clinton Foundation SCANDAL Just Broke – This Is What Hillary ACTUALLY Thinks About Black People…
0,First on CNN: Manchin defends daughter over EpiPen controversy
0,BOOM! Woman Wakes To 3 Armed Burglars Robbing Her – Guess What She Did Next? VIDEO
0,Mispronouncing Foreign Students’ Names is a MICROAGGRESSION
0,HuffPo Just Dropped The Mic On Internet Polls Saying Trump Crushed Hillary In Last Nightâs Debate
0,Senate Dems Move To Force Trump To Release His Tax Returns
0,BREAKING: Ted Cruz ENDORSES Donald Trump…
0,Swing-state Republicans dump on Trump
0,Judge Compares Dallas Police Officer Who’s Suing BlackLivesMatter To A Slave…
0,Pence Says There Is ‘Too Much Talk’ About Racism In Policing And Institutional Bias
0,
0,VIDEO: This is how easy it is for a rat to wiggle up into your toilet
0,Trump is exaggerating Clinton's '30 years' in national policy
0,"At 'soggy' Pence speech, insults rain down"
0,NC GOP Rep. Makes Outrageously Racist Statement In Response To Charlotte Protests (VIDEO)
0,"What Trump, Clinton said when they were asked about age"
0,Tim Scott on stop-and-frisk: 'You don't need to violate the Constitution to keep communities safe'
0,State Dept. official: 'Potential' for ISIS to infiltrate refugee flows
0,Clinton Ad SLAMS Trump For His Disgusting Insults Towards Women And Their Bodies
0,FIVE Dead in Washington State Mall Shooting
0,Clinton vs. Trump: The debate before the debate
1,
0,Trump’s puzzling pitch to black voters
0,The hardest-hitting political news.
0,"Pew poll: Most voters 'frustrated,' 'disgusted' with 2016 election"
0,Obama’s team isn’t laughing at Trump anymore
0,Obama Informs U.N.: Giving Up Freedom Enhances American Security
0,"The anatomy of a white, working-class Trump voter"
0,Trump's Israel ground game
0,Ryan advice to Trump on debate: 'Overprepare'
0,"Trump Missed Opportunities Against Clinton in First Debate, Republicans Say"
1,"HERE IT IS! The Winner of the First Debate Was Just Announced, And the Winner Is…"
0,Bill Clinton: 'Natural' for foundation donors to seek favors
0,USA Today suspends columnist Glenn Reynolds for one month
0,Charlotte Police REVEAL What They Said To Black Man Just Moments Before Shooting…
0,Guy Who Forgot 9/11 Happened Says Hillary Is âToo Stupidâ To Be President Because She Stayed With Bill
0,ANOTHER Trump Adviser Under Investigation For Russian Ties
0,How Hillary chose her Donald
0,Pierson on Cuban at debate: 'No one can get in Donald Trump's head'
0,WATCH: Megyn Kelly Takes A Shot At Hannity By Wondering When Trump Will Talk To A Real Journalist
0,Police Union Asks Deputies To Not Escort Dolphins Until The Team’s Players Stand For Anthem
0,Trump repeats incorrect claim he opposed the Iraq War from outset
0,"DUMB AS A ROCK…Gary Johnson On NYC, MN Terror Attacks: “I’m Just Grateful That Nobody Got Hurt” [VIDEO]"
0,5 Storylines to Watch During Tonight's Presidential Debate
0,President Obama FINALLY Speaks On Charlotte RIOTS – “…Protesters Doing It The Right Way.”
0,Clinton: ‘The next 50 days will determine the next 50 years’
0,Senators Ask Labor Department to Investigate Wells Fargo Over Accounts Scandal
1,Female Muslim-American Olympian Bashes U.S.A. —Goes Off The Hinges About Why America Sucks!
0,WWII Veteran Pens Brutal Op-Ed Slamming Draft-Dodging Trump
0,Navy to Begin Mandatory TRANSGENDER Behavioral Education
0,Terror attacks complicate Obama's refugee push
0,House Speaker Paul Ryan ducks on stop-and-frisk
0,Anthony Weiner Carried On A Months-Long Online Sexual Relationship With A 15-Year-Old Girl
0,Hero who stopped ISIS mall attacker is making liberals CRAZY
0,Texas School Arms Teachers: “Will Use Whatever Force is Necessary”
0,Howard Dean Just Doubled Down On Trumpâs Possible Cocaine Use (VIDEO)
0,Trump 'bets' terror suspect not on a watch list because he's litigious
0,Violent Protests Erupt in Charlotte After Deadly Police Shooting
0,Trump hits back at Clinton for claiming he's a terrorist recruiting tool
0,REPORTER SHOCKS HILLARY BY SHOWING UP: Watch The Change From Unsteady To Alert [Video]
0,Judge sets modest pace for release of FBI-found Clinton emails
0,GOP senators ask DHS about 'rush' to process citizens ahead of election
0,Bernie Sanders working on young adult book
0,"Ohio Police Chief Crosses Blue Line, Voices Disgust Over Terence Crutcher’s Murder"
0,Another Terrorist Attack in NYC…Why Are we STILL Being Politically Correct
1,White Guy Walled In Car By BlackLivesMatter Protesters – They See What He’s Brandishing And Scatter…
0,Millennials Go Mild for Hillary
0,WATCH: Hillary Clinton Makes Her Grand Entrance With The Most Unfortunate Song EVER! LMAO
0,Congressional Black Caucus asks DOJ to take action after police shootings
0,"Russian intelligence agencies behind US election hacks, lawmakers say"
0,Iceland considers suing Iceland
0,Member of School Board Asks Muslims 1 Question… Immediately All Hell Breaks Loose
0,Clinton zings Trump on microphone conspiracy theory
1,
0,Donna Brazile slams Trump for not apologizing for birther claims
0,"Paul Ryan defends Trump, dodges on Machado comment"
0,Trump praises Egypt's al-Sisi: 'He's a fantastic guy'
0,Father of Ahmad Khan Rahami: I told the police my son was a terrorist & they did nothing
0,Hillary Clinton Out-Trumped Before Debate
0,"Wow! After Islamist Wounds 9 in Knife Attack, Police Chief Warns Muslims of… Retaliatory Attacks (VIDEO)"
0,John Lewis calls for election observers at polling places this November
0,2016 race tightens in Florida
0,The Bush family’s lament
0,Clinton team celebrates a win
0,Trump: My mic was 'defective'
0,Our Nation’s Top General Troubled By U.S. Cash to Iran
0,A Bar in Virginia Used Colin Kaepernick’s Jersey as a Doormat & Liberals Are Upset
0,‘Locked the black bitch out’: White students under investigation after racist Snapchat reveals campus harassment
0,Clinton puts Trump on defense at first debate
0,Pence: There's too much talk of police department 'racism'
0,McConnell punts budget vote to buy time for deal
0,
0,Ivanka Trump Meets With Speaker Ryan in New York City
1,BOOM! Merkel Admits Flooding Germany With Muslim Refugees Was WRONG
1,BREAKING: Putin’s Troll Army Caught Rigging Twitter To Pretend Trump Won
0,EXPOSED: Secret Between FBI And Cheryl Mills Has Been Discovered… [VIDEO]
0,Gun rights debate returns to Washington courtroom
0,"KISS’ Gene Simmons: “You Want to Win the War on Terror? Profile Everyone, Profile ME!” [VIDEO]"
0,Robert Kennedy Would Have Hated Donald Trump
0,Dilbert Creator Switches Presidential Endorsement
0,University Now Flying ‘BLACK LIVES MATTER’ Flag Alongside U.S. Flag On Campus…
0,"Facing Tough Re-Election, Sheriff Joe Says Heâs Still Investigating Obamaâs Birth Certificate"
0,"Trump, who says he does not exercise, offering 'Make America Great Again' sweatbands"
0,Eric Trump: My father started with 'just about nothing'
0,UK Begins Construction On “Great Wall” – Meant to Keep Illegal Migrants OUT (VIDEO)
0,ISIS has a navy? The US is sinking it
0,The 37 Fatal Gaffes That Didn’t Kill Donald Trump
0,BREAKING: Another Bomb Explodes in New Jersey…UPDATE: Suspect Arrested
0,Black Protester SHUTS DOWN Fox Reporter On Live TV For âF***ing Fabricated Storyâ (VIDEO)
0,"NY, NJ Bombings Suspect Charged With Attempted Murder of Cops"
1,"SICK! Muslim Refugee Beats, Urinates On Pregnant Woman After Seeing What She Has"
0,"Magician Penn Jillette had to work with Trump: “However bad you think he is, he’s worse.”"
0,Trump: 'I was going to say something extremely rough' to Clinton
0,"Clinton, Trump scrap plans to visit Charlotte after mayor's plea"
0,Chelsea Handler Gets The Last Word After RNC Chair Attacks Hillary For Not Smiling (VIDEO)
0,IED Rocks Start of Marine Corps Charity Run- MEDIA IGNORING
0,Former CIA chief: Obama's 'retrenchment' like Trump's 'America First'
0,School lunch worker quits in disgust after being forced to refuse meals to poor students
1,Moved Permanently
0,Paul Ryanâs New Economic Plan Is Just Gawd Awful (VIDEO)
0,Judge gives State Department tongue-lashing over Clinton classification training records
0,Poll: White working-class Americans have complicated view of Muslim immigrants
0,Prosecutor: Gov. Christie Was Told About Plan to Close Lanes
0,BREAKING: New York Bombing Suspect In Police Custody After Firefight
0,Obama Evokes Donald Trump's Wall in Final UN General Assembly Speech as President
0,Univision anchor locates controversial Trump portrait
0,"Democratic liberals, moderates feud over public option"
0,U.S. mistakenly granted citizenship to hundreds of immigrants
0,Glenn Beck apologizes to listeners for backing Ted Cruz
0,Hillary Tells Steve Harvey She’ll Help Stop Police Shootings By Doing This To ‘White People’
0,"Police Capture Ahmad Khan Rahami, Suspect in NY-NJ Bombings (VIDEO)"
0,Poll: Trump and Clinton deadlocked in North Carolina
0,New York mayor: Donald Trump wrong about 'stop-and-frisk'
0,Mark Cuban takes front-row seat for presidential debate
0,Giuliani on debate: 'He’s basically going to be Donald Trump'
0,New Jersey Federal prosecutor says Christie knew about lane closings
0,How Hillary Clinton took debate prep seriously
0,"President Obama Vetoes 9/11 Victims Bill, Setting Up Showdown With Congress"
0,The TV Interview That Haunts Hillary Clinton
0,Maureen Dowd: Donald Trump’s ‘Ego Arithmetic Hasn’t Changed’
1,BREAKING: Judge DEMANDS Release Of Clinton’s Security Training Files – She Has 5 Days…
0,Trump doesn't answer questions on 'birther' shift
0,Lindsey Graham: Trump should apologize for pushing birtherism
1,"Two White Men Doused With Gasoline, Set On FIRE By Blacks – Media CENSORED (VIDEO)"
0,"George Soros to give $500 million to migrant, refugee businesses"
0,PHOTO BOMB: Watch Radical BLOW UP Friends Taking Selfie With Phone DETONATOR
0,162 Bodies Retrieved After Migrant Boat Capsizes off Egypt
0,Here are 9 reasons Denmark’s socialist economy leaves the US in the dust
0,Trump 'happy' he didn't bring up Bill Clinton's affairs
0,"BREAKING: Legendary Country Star Collapses On Stage During Performance, Please Pray For Eddie"
0,Donald Trump's Praise of 'Stop and Frisk' at Odds With Court Ruling
0,BOOM! Black Dallas Cop Suing Black Lives Matter For Starting Anti-Police Race War
0,"Glen Campbell’s Family Just Posted An Emotional Health Update, This Left Me In Tears"
0,"What HILLARY will say in ORLANDO -- TRUMP gives Ukraine the ‘cold shoulder’ -- Megyn Kelly producing new HAMBY, CONROY show -- PLAYBOOK FOOD TRUCK this morning, COCKTAILS with John Lewis tonight"
0,Robert Reich Confronts a Trump Supporter with Facts and It’s Going Viral
0,Legendary Coach Mike Ditka Gives Kaepernick Some Advice: “Get The Hell Out!”
0,Study: Trump’s trade proposals ‘horribly destructive’
0,NRA warns voters that Clinton will leave them unprotected
1,JUST IN: Newsweek Accuses Trump Of Committing A Felony
0,Trump forces lagged Clinton in August money race
0,Trump Jr. Once Again Shows His Lack Of Humanity With Disgusting Tweet About Syrian Refugees
0,CNN Commentator DEVASTATES Trump Supporter Who Thinks Using The N-Word Is Great (VIDEO)
0,U.S. wire payments to Iran undercut Obama
0,Trump Used Foundation Donations To Pay Off And Settle Private Lawsuits
0,Yellen helps Clinton dodge a bullet
0,"For Christie, 'Bridgegate' once again rears its ambition-killing head"
0,Tragedy Strikes: Marlins Pitcher Jose Fernandez and Two Others Killed in Horrific Crash
0,Senate backs tank sales to Saudi Arabia
0,Trump’s Guide to Winning Through Gaffes
0,Pre-debate spin lightning round: Surrogates sound off and trash talk
0,"Warren tells Wells Fargo's CEO to resign, calls for investigation"
0,
0,Bridgegate trial: What to know
0,Victim: Mall Attacker Emotionless; Leaders Urge 'Rise Above'
0,The 8 Biggest Unforced Errors in Debate History
0,Clinton on police shootings: 'too many people have lost their lives who shouldn't have'
0,Is West Virginia Holding America’s Weirdest Election?
0,VIDEO: Hillary Supporters Protest Restaurant’s PRO-TRUMP Sign – Didn’t Realize Who Was Watching…
0,Mike Pence appears at odds with Trump on climate change
0,Trump Said Obama Gave Iran “$150 Billion.” He Gave Them NOTHING
0,Newt’s Response To The Charlotte Riots Is Black Lives Matter’s Worst Nightmare
0,Inside the cover up of Hillary’s email server
0,Sources: Former Trump critic Ed Meese joins transition team
0,The King Of Anti-Hillary Trolling Is A Near Billionaire Whose Company Was Bought By Facebook
0,Bill and Hillary Clinton are building a Chappaqua compound
0,Harry Reid: 'Donald Trump is a racist'
0,Major League Baseball Player Gets SUSPENDED For Speaking Against BlackLivesMatter!
0,Trump's camp accuses Obama aide of downplaying terror threat
0,Obama vetoes Saudi 9/11 bill
0,Fans said I ‘should be hung before the anthem’: Emotional college linebacker reveals racist threats
0,
0,Cruz feeling the squeeze on Trump endorsement
0,Trump presses Clinton on growth of ISIS
0,First on CNN: Adelson to spend at least $45 million on 2016 races in boost for GOP
0,Trump joins Cruz in attacking Obama's internet plan
0,Schools Put on LOCKDOWN Because of CLOWN Threats
0,Trump again slams former Miss Universe over weight
0,Donald Trump Jr. steps in it again (and again)
0,Republican pollster Whit Ayres: White voters aren't enough to win
0,Clinton puts Trump on defense at first debate
0,"Obama To UN: ‘Giving Up Liberty, Enhances Security In America…’ [VIDEO]"
1,Site Navigation Hillary’s DEAD!?!? Brand New Theory Has Serious PROOF
0,White university students busted again after the second racist pic in 48 hours is exposed
0,50 DAYS UNTIL ELECTION DAY -- Pipe bomb found in NYC suburb in New Jersey -- Trump CASHES in with small donors -- HILLARY up one in FLORIDA
0,Letter from Jim Carrey’s Girlfriend Who Killed Herself Reveals Torment Over Contracting STDs from Him
0,Trump on Carson: 'There will be a great place' for him in my White House
0,"Shimon Peres, Israeli leader for 8 decades, dies at 93"
0,Here You Go: Every Bat Sh*t Crazy Thing That Came Out Of Trumpâs Mouth In The First Debate
0,Introducing - Party People
0,"The TRUE Roots of the Birther Movement, Part I"
0,Trump trailed Clinton with $50 million in cash in August
0,Deal nears to speed release of Hillary Clinton emails
0,In Defense of ‘He Said/She Said’ Journalism
0,Aleppo Sees Unprecedented Day of Airstrikes as UN Condemns Violence
0,Rigged Election?
0,Jack Welch outlines why he's supporting Trump
0,How The Rest Of The World Sees Donald Trump: 12 Foreign Political Cartoons
0,Obama at Netanyahu meeting: 'He is always very candid with us'
0,Trump touts debate performance in Florida rally
1,BREAKING: Obama Just DISGRACED The U.S. By Surrendering To ISIS In Front Of Entire U.N.
0,DHS Report: More than 800 people wrongly given US citizenship
0,Obama at UN warns Americans against walls and nationalism
0,Donald Trump and the Perils of Little Preparation
0,5 Ways Candidates Mislead You in Debates
0,New Study Proves America Keeps Getting Better And Better Under Obama
0,When does early voting start in every state?
0,Trump 'very troubled' by Oklahoma fatal police shooting
1,"ALERT: Police Pull Over ‘Islamic Refugee,’ Horrified To See What Was In The Car"
0,"Carrie Underwood Uncontrollably Cries On Stage, This Left Me In Tears"
0,LIBS MAD! School Warns They Will Do EVERYTHING Necessary To Protect Students – Teachers ARMED…
0,"Anti-Cop Black Lives Activist Gets Robbed, Instantly Calls For More Police Protection"
0,Ivanka Trump to huddle with female Republican members of Congress in Washington
0,Conway calls Trump 'the Babe Ruth of debating'
0,Barney Frank: Tea party outmaneuvered Dems
0,"Trump and Clinton debate, by the numbers"
0,Sanders warns that debate is 'not a night of entertainment'
0,The hardest-hitting political news.
0,Debate Commission STUNS Journalists By Siding With Trump: Fact Checking Is Out Of Bounds (VIDEO)
0,North Carolina lawmaker: Charlotte protesters 'hate white people'
0,Trump campaign reporters no longer in motorcade
0,"Pence charter pilot fired, facing assault charges"
1,WATCH: Trump Visits Little Haiti In Miami – ‘Reporters’ FLEE When Clintons Get EXPOSED!
0,Patti Solis Doyle: Clinton did not start birther movement
0,LA Police Commission Tells Officers How To Deal With Armed Suspects And It Is INSANE
0,
0,"President Obama Says Trump Doesn't Have 'Preparation,' 'Temperament' and 'Values'"
0,Menendez's bribery trial delayed as he seeks Supreme Court intervention
0,Ann Coulter: The Doyenne of the Deplorables by Off Message
0,Cop Charged with Murdering Autistic 6-Year-Old Boy Claims Self Defense
0,Elizabeth Warren lays waste to Wells Fargo CEO over fake accounts and it’s epic (VIDEO)
0,Inmate Dead From Alleged Mistreatment In Jail Run By Infamous Pro-Trump Sheriff
0,"CHAOS! NC Protest MOB Ambushes Female Truck Driver, Loots Truck, Sets Cargo On Fire – No One Helps!? [VIDEO]"
0,Former New Hampshire Gov. Sununu endorses Trump
0,"Kaine, Pence both feel pressure after Monday's debate"
0,"Trump calls African-American communities in the worst shape 'ever, ever, ever'"
0,The Houston shooter was dressed up as a WWII-era Nazi during this morning’s rampage
0,US military chief: 'Concerning' mustard attack on US base
0,They can't say that on a debate stage -- or can they?
0,The Global Socialist-Islamist Axis in America
