label,text
0,Said Republicans made historic gains in state legislatures during last months election
0,"Since 1980, over 145 incidents have been documented of suction entrapment in swimming pools and spas, including 36 deaths of children."
1,The Providence teacher contract is one of the longest in the country.
1,Barack Obama and Hillary Clinton have left us with $19 trillion in debt.
1,"Since Wisconsin Gov. Scott Walker took office, we are losing jobs at rates not seen in decades."
0,"In Massachusetts, half of the primary care doctors are not accepting new patients."
1,We now have driven (health care) costs down to the lowest theyve been in 50 years.
1,There were fewer civilian casualties in Cambodia than there have been from American drone attacks.
0,"Says over the last 48 years, every governor at the midterm of his first term or her first term has lost seats in the Legislature, with the exception of Jim McGreevey in 2003."
1,"I balanced the budget for four straight years, paid off $405 billion in debt."
0,Says President Obama has fired more cruise missiles than all other Peace Prize winners combined.
0,Daniel Webster said he's out. Now he says he's in.
1,Says Ken Cuccinelli attacked churches for helping the poor.
1,Says Republicans supported legislation on early voting and in-person voting in 2005.
1,"In the 2000 Florida election, at least 1,100 eligible voters were wrongly dropped from voting rolls in an attempt to purge a list of felons. Many of those who were dropped showed up to vote and were told they could not."
1,A bill to advance the Keystone XL Pipeline is an earmark under House rules.
1,On support for the auto bailouts.
1,The crime rate in some Atlanta neighborhoods has dropped by 35 to 51 percent.
1,Holly Turner... still takes her homestead (property tax) exemption in Fort Worth.
0,"Under current conditions, by 2023, the interest payments on the national debt will be $722 billion, larger than the projected defense spending of $696 billion."
0,"Seven of Americas 10 wealthiest counties are in the Washington, D.C., area."
1,President Barack Obama said at the beginning of the negotiations that the basic approach was to dismantle Irans nuclear program in exchange for dismantling the sanctions.
1,On gay marriage
0,"Over the last six years, the state of Illinois spent about $320 million on illegal immigrants."
0,Says Russ Feingold broke his 1992 promise to always get the majority of funding from Wisconsin residents.
1,Says U.S. Sen. Ron Johnson voted to cut $700m from Medicare.
0,"Rep. Paul Ryans budget proposal cuts nothing from Medicare, Social Security or defense in the next two to three years, and in three years, he does not cut one dime from the debt."
1,Paula Deen supported and campaigned for Barack Obama.
1,The federal government right now does not deport criminals.
0,John McCain has voted with George Bush 90 percent of the time.
1,Common Core expects English teachers to spend at least half of their reading instructional time at every grade level on informational texts.
0,"For decades, the states gas tax has been among the highest in the nation."
1,On repealing the 17th Amendment
1,Obamacare is the biggest tax increase in American history.
1,Twelve judges have thrown out legal challenges to the health care law because they rejected the notion that the health care law was unconstitutional.
1,We spend almost twice as much per capita on health care as do the people of any other country.
1,SaysPresident Obama and his allies in Congress gave power to control Medicare patients health care decisions to a commission of 15 unelected bureaucrats in Washington.
1,Heroin and prescription opioids are the number one cause of accidental or preventable death in Wisconsin.
0,Democrats have lost more than 900 state legislators since Barack Obama has been president.
0,Were already bombing seven countries.
0,We know how to stop AIDS: persuade men not to have sex with men.
0,"Mike Martinez cut a deal with prosecutors to avoid facing possible jail time and stuck us with his $24,657.50 legal bill."
0,"John McCain wants to ""give oil companies another $4-billion"" in tax breaks."
1,This president went before the United Nations and castigated Israel for building settlements. He said nothing about thousands of rockets being rained in on Israel from the Gaza Strip.
0,Florida Democrats put my Social Security number and my wifes Employment Identification Number in a mail piece.
1,"This years redistricting has been the most open, interactive and transparent redistricting process in Tennessee history."
1,The premiums on Medicares prescription drug program have fallen almost every year since it began.
1,For the last decade the climate has been cooling.
1,On drilling off the Atlantic coast
0,Says Austin Mayor Lee Leffingwell voted for a toll lane on MoPac.
1,"There is a provision in the economic stimulus plan that means that ""students cannot meet together in their dorms, if that dorm has been repaired with this federal money, and have a prayer group or a Bible study."""
1,Over 81 percent of the babies that are born at LBJ Hospital right here in Houston are born of women who are not here legally.
0,Says Tennessee has some of the lowest beer excise tax rates in the country.
0,New Castle Countys unemployment rate has not almost doubled in the last two years.
1,Says eight Americans died in a knife attack at a Minnesota mall.
0,The number of people in Atlanta dying from HIV and AIDS declined 59 percent between 2004 and 2012.
1,"When I came into office, our vaccination rate in Texas was 65 percent. When I left two weeks ago, it was 95 percent."
0,Says Delaware County has more waterfront property than any other county in the state of Ohio
1,Say George Washington said that when government takes away citizens right to bear arms it becomes citizens duty to take away governments right to govern.
1,Planned Parenthood has now (been) found to also illegally sell baby parts.
1,She is the only candidate who has stood by our community and immigration reform from the beginning.
1,Says over 1 million signatures were submitted in attempt to recall Gov. Scott Walker.
0,"Geithner still didn't correct the same type of error for some years, even after the Internal Revenue Service flagged him for the failure to pay the taxes in other years."
1,"When his grandfather arrived in the United States, there were no government benefits for immigrants."
1,"Most of your serial killers, most of your people who commit domestic violence, they start off by abusing animals."
0,"John McCain has said the economy is ""not his strong suit."""
1,A telecom bill could keep the State Corporation Commission from getting rate-of-return information from electric utilities.
1,Scientists project that the Arctic will be ice-free in the summer of 2013.
1,The 2009 stimulus bill failed to get people back to work.
1,Not a single segment of the proposed Beltline intersects the MARTA system at MARTA stations.
1,Kathryn Starkey joined forces with liberal Democrats on a historic sales tax hike.
1,President Obama pushed through the stimulus based on the promise of keeping unemployment under 8 percent.
0,Says PPS employees have paid their own PERS contributions for many years.
1,The U.S. Supreme Court has not traditionally asked a lot of questions during oral arguments.
1,On running a civil and polite campaign
1,On support for Ronald Reagans policies
1,I have tremendous support from women.
0,History tells us that job growth always lags behind economic growth.
0,Banks paid Hillary Clinton over $1 million and are contributing millions more to elect her.
0,"There are approximately 20,000 annual gun purchases in Rhode Island."
1,"If you are a member of union, your median weekly income is roughly $200 more than if you are a nonunion member, and that doesnt include benefits."
1,Says Jason Carter has gotten David Axelrod to come down and be his campaign advisor.
1,Says Terry McAuliffe is the person who invented the scheme to rent out the Lincoln Bedroom.
0,"Every poll you see, the overwhelming majority of people want [E-Verify]."
1,"Today California is kicking our butt, creating more jobs and more economic growth than Texas."
1,Says Lamar Smith sponsored the bill that funded Obamacare.
0,"Says the House Rules Committee is the only panel, other than the Intelligence and Ethics committees, not able to telecast proceedings in its main hearing room."
1,"Under Mayor Tom Barrett, the number of Milwaukee police officers has not increased."
0,Health care reform will not affect veterans' benefits.
1,"Our jobless rate, our unemployment rate, is the lowest of all of the big cities in New Jersey."
1,"When you look at the nearly 150 men and women who have served us on the Texas Supreme Court, more than half of them had zero prior judicial experience."
1,Bruce Starr was the only senator to vote for stronger ethics laws and greater accountability.
1,Says Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes.
1,"Many of the alarmists on global warming, theyve got a problem because the science doesnt back them up. In particular, satellite data demonstrate for the last 17 years, theres been zero warming."
1,Abortionists have reduced our black population by more than 25 percent since 1973.
1,Obama has chosen to deny the vicious anti-Semitic motivation of the attack on a kosher Jewish grocery in Paris.
0,"In the last two years, super PACs raised more than $180 million -- with roughly half of it coming from fewer than 200 super-rich people and roughly 20 percent from corporations."
0,Initial efforts to strip airport contractors of their special diversity status has no effect on the contracts or the citys diversity goals.
1,Says President Barack Obama broke his promise to keep a Wisconsin GM plant from closing.
0,More Texans have new jobs today than the entire population of Fort Worth.
1,"Economic inequality in Multnomah County has a face -- and a name. It has 90,000 faces and names -- the number of county residents who are still unemployed, or underemployed, in the wake of the 2008 Wall Street crash."
0,Says Rick Scott didnt even come to his own education summit. But he did take time to go to the tea party convention the same week.
1,The wives of the 9/11 hijackers knew exactly what was happening and went back to Saudi Arabia two days before the attacks to watch their husbands on television flying the planes.
1,The Pentagon made up the since-debunked heroics of POW Jessica Lynch as she tried to avoid capture in Iraq.
0,"When Mitt Romney was governor of Massachusetts, he stood in front of a coal plant and pointed at it and said, This plant kills."
0,A couple of hundred American cities are infested by members of the Mexican cartels.
0,Says ending the direct payment farm subsidy program could save up to $28.4 billion over ten years that could be used to reduce the deficit.
0,Repeated requests for additional security in Benghazi were routinely denied by Hillary Clintons State Department.
0,"Unlike you and me, Congress gets to keep up to $11,000 a year in taxpayer subsidies under Obamacare."
0,"Dan Patrick was the only state senator who voted against the Veteran Entrepreneurship Program, a program that assists veterans in successfully starting up their own businesses."
1,Fewer than 10 percent of those in the House are what anyone would classify as wealthy.
0,Georgia ranks No. 9 in the rate of women murdered by men.
1,"In preparing a rules package for the 112th Congress, the GOP had no discussions with Democrats."
1,I have never voted for a tax increase.
0,We cut taxes for 95 percent of working families.
0,"On military recruiters at Harvard, Elena Kagan ""took a position and the Supreme Court ruled unanimously that she was wrong."""
0,Says Donald Trump thinks stop-and-frisk is fine.
1,On advancing state money for a Formula One race
1,Demand for public transportation is reaching record levels in Wisconsin.
1,"The words subhuman mongrel, which Ted Nugent called President Barack Obama, were used by the Nazis to justify the genocide of the Jewish community."
0,The state of Georgia is near the bottom among states for SAT scores and graduation rates.
1,President Barack Obama shut down NASA space flights and turned the agency into a Muslim outreach department.
1,Mark Sharpe has lowered property taxes by 17 percent.
1,On support for the Export-Import Bank
0,"Only 536 Georgians are signed up for Obamacare while 400,000 in the state lost their health insurance."
0,"Of the four statewide races this century within a 300-vote margin, three have been overturned in a recount."
1,Says government is a barrier to innovation and development.
0,"Well, you know, the Teamsters wanted to drill in Alaska. I voted against drilling in Alaska. So it's not like I'm a slam dunk on every issue."
0,"As a candidate, President Obama declared that everyone deserves access to reproductive health care that includes abortion, and vowed that this 'right' would be at the heart of his health care reform plan if elected president."
1,"Since Mr. Fosters been mayor, we have less small businesses in the city of St. Petersburg."
0,"In some states, it is still legal to deny a woman coverage because she's been the victim of domestic violence."
1,The Justice Departments Fast and Furious gun-walking program started in the Bush administration.
1,They (Clinton and Obama) have never to my knowledge been involved in legislation nor hearings nor engagement on this issue (climate change).
1,"Amendments (Hillary Clinton) supported and voted for in 2006, she no longer supported in 2008, showing she changed positions on an India nuclear deal."
1,Obama admin gutted @ProjChildSafe budget to provide trigger locks and safety kits.
1,"The Katy Freeway, or Interstate 10 west of Houston, is the widest freeway in the world, with up to 26 lanes, including frontage road lanes."
0,Says Democratic gubernatorial candidate Mary Burke has proven on the Madison Board of Education that she supports raising taxes and spending.
1,Politicians and their corporate lobbyists are trying to take away my right to spend my paycheck how I want.
0,Almost 10 percent of Canadians came to visit Florida last year ... (Canadians) buy 7.4 percent of our homes in the state.
1,"This year, Eric Cantor has received more money from oil companies than any other member of Congress."
1,"Among Syrian refugees, there arent that many women, there arent that many children."
1,Abortion coverage is a standard insurance benefit in nearly 90 percent of private plans sold in the U.S.
0,Says Mitt Romney has flip-flopped on abortion rights.
0,Says Charlie Crist rode on a jet that belongs to a serial polluter with a history of environmental violations fined nearly $2 million for polluting water.
0,"Says 80 percent of North Carolinians support the concept that men should not be in womens restrooms, changing rooms, bathrooms, etc."
1,We know from the social science that children do best with a mom and a dad.
1,"If people work and make more money, they lose more in benefits than they would earn in salary."
1,Says Chuck Hagel has called for an end to our nuclear program.
1,Says she wiped out the state Agriculture Departments inspections of eggs at retail sites like grocery stores.
0,African-American children are 500 percent more likely to die from asthma than white kids.
1,Caution: Kissing and cuddling chickens can be hazardous to your health.
1,Says Donald Trump hasnt broken his promise to release his tax returns.
0,"Our spending has caught up with us, and our debt soon will eclipse the entire size of our national economy."
1,"Oil companies ""haven't touched"" 68 million acres where they already have rights to drill."
1,Illegal immigration costs state taxpayers over $3 billion every year.
0,Rick Perry doesnt think there should be a federal minimum wage.
0,I belong to the AFL-CIO.
1,"The latest unemployment numbers have shown that nearly 315,000 Americans have simply given up hope when it comes to finding a job."
0,Richard Cordrays nomination to head the Consumer Financial Protection Bureau marks the first time in Senate history that a political party has blocked a nomination of someone because they didnt like the construction of the agency.
1,"In the last 24 months, 10 rural Texas hospitals have been forced to shut their doors because state leaders chose not to expand Medicaid."
1,"(Texas Republicans) believe in abolishing Social Security, abolishing V.A. health care."
0,"U.S. Rep. Jim Langevin didn't want a border fence to block illegal immigration ""because he is afraid that someone will get hurt trying to go around the fence."""
0,My property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state.
0,Baltimore spends the third highest per capita on its public schools.
1,"The U.S. Army had a training program that put evangelical Christians, Catholics and Mormons in the same category of religious extremism as we do al-Qaida."
1,On whether he wrote a provision that allowed AIG to dole out bonuses.
1,On a bipartisan task force on ways to improve fiscal policy.
1,SaysHillary Clinton wants to abolish the Second Amendment.
1,Says U.S. Sen. Sherrod Brown is responsible for over $14 trillion in debt.
1,59 percent of Americans today believe that Barack Obama is still a Muslim.
0,Says people who signed recall petitions against Wisconsin state Sen. Jim Holperin received harassing phone calls from out-of-state telemarketers claiming to represent the Democratic Party and insinuating foul play by petition circulators.
0,Salaries for Virginias teachers are below the national average.
0,The poverty rates in America today arent much better than when we started the War on Poverty.
1,"Under Cuccinellis tax cut plan, school divisions across Virginia could be forced to fire over 8,000 teachers."
1,Senator Robert Hurt voted for a bill thats raised your electric rates seven times.
1,Sen.Mark Begich cast the deciding vote in favor of President Obamas authority to issue executive amnesty to illegal aliens.
0,"This (SCHIP) is socialized medicine. It is going to go to families that make $60,000 a year. Those aren't poor children."
0,China is practicing how to blow up our satellites.
1,The Milwaukee business community did not speak about the facts -- and in support of train manufacturer Talgo -- as the Milwaukee-Madison rail link was being killed.
1,"New financial regulation ""actually guarantees future bailouts of Wall Street banks."""
0,"Federal officials declared that grant funds could be used only for Milwaukees streetcar project, meaning it isnt possible to redirect the money to other modes of public transportation or to our public schools."
1,Steve Santarsiero wrote PAs Gun Safety Law.
0,"Since 1904, the Ohio victor has won the presidency 25 out of 27 times"
1,Recent data showed Nevada ranks 50th in the money received from the stimulus bill.
0,"We could save all the oil that they're talking about getting off drilling, if everybody was just inflating their tires and getting regular tune-ups."
0,I earned more votes in the state of Wisconsin than Donald Trump did in New York.
1,Obamacare is going to increase the divorce rate.
1,Says Texas schools have had massive increases in class sizes with Rick Perry as governor.
1,The elimination of essentially every automobile would be offset by one volcano exploding.
1,"In 2010, everybody said you cant dare let guns go into the national parks, and of course the rapes, murders, robberies and assaults are down about 85 percent since we did that."
0,"House Speaker Dean Cannon says that freshmen lawmakers account for one-third of the 120-member House, and that two-thirds of the chamber have two years or less experience."
1,Our federal government has lent $2 billion to the state-owned oil company of Brazil to allow them to explore for oil and gas.
1,"After Hurricane Katrina, Dallas and San Antonio took in 5,000 to 10,000 refugees each, but (Bill) White brought in 250,000 and put them up in his buddies empty apartment buildings and let the federal government pay their rents for over two years. They did not return to New Orleans, most of them are on welfare."
1,Says President Obamas decision to not issue a permit for the Keystone XL pipeline meant we were denied the ability immediately to reduce prices at the pump.
1,"It was allowed, referring to her email practices."
0,Georgia ranks 49th for women serving in elected state and federal offices.
0,No other Northeastern state has passed a photo ID law
0,You have to get a license to fish on our beaches.
1,The Wisconsin Legislature raised taxes more than $5 billion in 2009.
0,"I am the only candidate that has endorsed Bernie Sanders for President. In PA, Ive got Bernies back."
1,Increasing the bottle deposit to 10 cents on a case of water bottles could literally double the price of that product in the store.
1,Our credit rating went up since Ive been in office.
1,Four million women have fallen into poverty in the last six years.
1,Soy ... el nico official estatal quin es un hombre de negocios.
1,"A cashier earning $20,000 per year pays the same (Virginia) income tax rate as a hedge fund manager earning $20 million per year."
1,Obamas 2012 policy on younger immigrants created these children coming across the border.
1,On the success of Cash for Clunkers
1,The church Barack Obama belongs to only admits black people.
1,The top 1 percent of income-earners pay about 40 percent of all taxes into the federal government.
0,"In the past decade in New York State more than 30 current and former state officeholders have been convicted, sanctioned or accused of wrongdoing more than any other state."
1,The most significant driver of out-migration [from Rhode Island] is the estate tax.
1,"If black America were a country, itd be the 15th wealthiest nation in the world."
1,Pregnant women who stand for five to six hours at a time increase their risk of pre-term pregnancy by 80 percent.
0,Members of Congress did not have three days to read the bill when the stimulus was rushed into law.
1,"Loranne Ausleys a financial train wreck for taxpayers -- pushing gas taxes, property taxes, taxes on seniors."
1,Our (Texas) graduation rate ranks 43rd out of 50 states.
1,"As district attorney, Susan Happ took $180,000 in a shady land deal from a man charged with multiple felony counts of sexual assault before she offered him a deferred prosecution."
0,"Children born today will carry a $30,000 share of the national debt."
1,Did you know ObamaCare will cost nearly twice as much as initially expected -- $1.8 TRILLION?
1,"The vast majority of (Syrian) refugees are young, able-bodied men looking for work."
0,Says Congressman Steve Rothman voted against funding for President Barack Obamas auto bailout and would have let automakers go bankrupt.
1,On high-speed rail.
0,President Obama has the lowest public approval ratings of any president in modern times.
1,Says Damascus disincorporation would produce NO significant tax savings.
0,The Iranians are now saying that what were saying the deal is and what they understand it to be are two different things.
1,Herman Cain is a pro-choice candidate.
1,"Household income in America has gone down for families an average of $4,000 in the last four years while it went up $5,000 under Mitt Romney when he was governor of Massachusetts"
1,The Pasco County budget has doubled in the past three years.
0,"When the governor announced his jobs budget, 99 folks from the Department of Taxation were let go the next day."
1,Says he came to the Republican Party sooner in age than Ronald Reagan.
0,"Her opponent: zero times a judge, zero rulings, zero experience on the bench."
1,One year today since #GOP took control of the House and no new jobs.
1,On whether to run for the U.S. Senate as an independent.
1,Seventy percent of the people living in abject poverty are women.
1,"The more than $800,000 raised by the Alan Grayson campaign last quarter was ""#1 among all 435 members of the U.S. House of Representatives."""
0,Guantanamo Bay detainees will get the H1N1 vaccine.
0,The planned expansion of Savannahs port is a jobs creating project.
0,"In 32 other states and Washington D.C., they [voters] can avoid the wait by voting before Election Day."
0,"President Obama budget request for veterans ismore than double the amount in constant dollars appropriated in 1980, when the veterans population was larger by a third."
0,Elorza wants to teach our public school children about the non-existence of God.
0,Georgia still has one of the richest programs in terms of scholarships for students to go to college.
0,Says King Street Patriots held a fundraiser featuring an author who believes that registering the poor to vote is un-American.
1,Existing law right now requires 700 miles of double-layered border fencing on the Mexico border.
1,"The Iraq war has been ""our longest war."""
1,"Full marriage equality [would provide same-sex couples] with about 1,700 rights."
1,Sen. Barbara Boxer passed only three bills in 18 years into law.
0,More than one-quarter of Americas young adults are too fat to serve in the U.S. military
1,Claims that Rep. Sanford Bishop votes similar to House Speaker Nancy Pelosi are inaccurate.
0,We are one of only two states to have eight consecutive months of declining unemployment. Twenty-one states had increased unemployment last month. Ours went down.
1,Says area near proposed northern Wisconsin iron ore mine is 15 hours away from where public hearing on mining was held.
0,"The Associated Press called Charlie Crist's attacks ""over the top,"" ""out of context,"" and ""not true."""
1,"If you look at most of the polls, this is a margin-of-error race on Fourth of July between Mitt Romney and the president."
0,A trade war is something very different (than curbing new trade agreements). We went down that road in the 1930s. It made the Great Depression longer and more painful.
1,Says new figures he released showing Wisconsin job gains for 2011 are the final job numbers.
0,"In 2010, Mr. [Anthony] Gemma described himself as a pro-life candidate. Now, he claims to be pro-choice."
1,"Say this biennium, liquor sales account for nearly $1 billion in the state budget."
1,"Obama ""refused to not only put his hand on his heart during the Pledge of Allegiance, but refused to say the pledge."""
1,I did not support the war in Iraq The record shows that Im right.
0,"Closing the tobacco loophole would save Missouri taxpayers $50,000,000"
0,"During a town hall meeting on health care, ""ABC didn't even allow ads that opposed the president's health care plan to be aired."""
0,Sharron Angle would eliminate the Department of Education.
1,"On most things except witch trials, Virginia will always have been first."
1,The @nytimes states today that DJT believes more countries should acquire nuclear weapons. How dishonest are they. I never said this!
1,"Says President Barack Obama has put (up) a stop sign against oil drilling, against any kind of exploration offshore or in Alaska."
0,"The income of the top 1 percent nearly quadrupled from 1979 to 2007, but the typical familys incomes barely budged."
1,"Romneycare sent costs spiraling out of control in Massachusetts, hiking premiums, squeezing household budgets."
1,Sheldon Whitehouse and 18 other senators voted to censor the internet.
1,Says President Barack Obama is the first president weve ever had who thinks he can choose which laws to enforce and which laws to ignore.
0,Forty-seven percent of (members of Congress) are millionaires.
0,"There are close to 900,000 unemployed veterans in America right now."
0,Says U.S. Rep. Paul Ryan attacked the president for the same amount of Medicare savings that (Ryan) had in his own budget.
0,New business startups are at the lowest levels in 30 years.
1,Says Texas public school funding grew three times the rate of enrollment from 2002 to 2012.
1,"When we took office, let me remind you, there was virtually no international pressure on Iran."
0,"Nearly half of Hispanic voters in Arizona's last election supported four measures that were ""very tough on illegal immigration."""
1,I dont know who (Jonathan Gruber) is.
1,George Allencast the deciding votefor the 2003Bushtax cuts.
1,"Says pension contributions under Gov. Chris Christie would represent 75 percent of the total contribution made between the years 1995 and 2010. Thats right, in 15 years, total state contribution was only $2.1 billion."
1,Says President Barack Obama has an Environmental Protection Agency proposal that would raise the price of gasoline by 25 cents a gallon.
1,On support for the Affordable Care Act (Obamacare).
0,Tom Reed has actually voted for every single trade deal that has ever come before him in any form.
1,"Says a group estimates that the annual cost to Oregon taxpayers for government services to illegal aliens, after any income tax revenue from them, is $1 billion."
0,A man using bath salts reported that raccoons had set fire inside his home and stolen his cell phone.
1,Says 67 percent of marriages now wind up in divorce.
0,Says about 25 Texas cities and 39 states have banned texting while driving.
1,"Medicare costs have slowed down dramatically. In fact, the first two months of this fiscal year, Medicare costs were down even in nominal terms relative to the previous year."
1,Says the U.S. Senate has passed a budget over the last three years called the Budget Control Act.
0,Says state Senate recall challenger Sandy Pasch voted to cut school aid by nearly $300 million.
1,"Before I was state treasurer, my Rhode Island business helped create over 1,000 jobs."
1,Ive either balanced every budget or we turned back a surplus.
0,"Six of the nations 10 wealthiest counties, according to median income, are in and around the Washington, D.C. area."
0,"Obama's budget plan would take national debt up to about 80 percent of gross national product. ... Historically, it's been about 40 percent."
0,(George) LeMieux never requested a single earmark and pushed to ban them all.
1,Only one out of 10 minimum wage workers today are teen age or a young person.
1,Says Hillary Clinton is proposing destroying Medicare for seniors.
0,"The balanced-budget amendment once came within one vote of passing Congress but was defeated because of the no vote from a top Senate Republican, and Rick Santorum says he stood up and called for him to resign his chairmanship."
0,The deficit was on track to top $1 trillion the year I took office.
1,The amount of attention paid this week to Chris Christie makes the coverage of Benghazi ... pale in significance.
0,There are 86 languages spoken at Miami Dade College.
1,Says Wisconsin Attorney General J.B. Van Hollen knew about (the Ken Kratz sexting) case for nearly a year and did nothing about it.
0,"You can go to Georgia and make about $6,000 more a year as a teacher."
0,Im the only governor in America ... who signed a law that says there needs to be an independent investigation any time theres a death of someone in police custody.
